text	label
The Finnish company Stockmann has signed the contract with the company Technopolis	neutral
Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005	positive
The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash	neutral
The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006	neutral
Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering	negative
The rebuilds are designed to improve the machines ' performance and product quality	positive
The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained	positive
Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009	positive
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier	positive
The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations	positive
After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn	neutral
It is in line with its plans to focus on selected growth segments and streamline corporate structure	positive
The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV	neutral
The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses	negative
The first ship has been delayed and is estimated to be completed in spring 2010	negative
Finnish logistics and information solutions provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on net sales of EUR35 .1 m for the period January-September 2008	neutral
Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation	negative
Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005	negative
At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength	positive
TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said	negative
BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite	neutral
The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur	neutral
Thereby , the company will expand its offering to North , Central and South America	positive
Turnover rose to EUR21m from EUR17m	positive
The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland	neutral
The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006	neutral
To see more of New Haven Register , or to subscribe to the newspaper	neutral
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150	negative
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago	negative
The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft )	neutral
Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct	positive
Under the agreement , Japrotek will deliver nine storage tanks in the volume range of 1,000 cu m to 3,000 cu m with included agitators	neutral
The contract includes software licences , application maintenance and training	neutral
These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm	neutral
The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry	positive
According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers	positive
In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010	neutral
Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales	positive
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced	negative
As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry	neutral
Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods	positive
20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009	negative
The contracts awarded to date , in connection with the system , amount to a total EUR 36 million	neutral
N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012	neutral
